country,country_code,market,suburb,host_neighbourhood,street,government_area,_id,name,house_rules,room_type,price,property_type,bedrooms,beds,bed_type,bathrooms,accommodates,extra_people,guests_included,amenities,latitude,longitude,is_location_exact,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,cancellation_policy,cleaning_fee,review_scores,host_id,host_name,host_location,number_of_reviews,host_listings_count,host_total_listings_count,host_response_time,host_response_rate,host_is_superhost,host_identity_verified
Australia,AU,Sydney,Elizabeth Bay/Rushcutters Bay,Elizabeth Bay/Rushcutters Bay,"Rushcutters Bay, NSW, Australia",Sydney,10552362,Sun filled comfortable apartment,No more than 2 guest at a time and no guests after 11pm.,Entire home/apt,85,Apartment,1,1,Real Bed,1,2,0,1,"Buzzer/wireless intercom', 'Essentials', 'Hangers', 'Internet', 'Iron', 'Kitchen', 'Shampoo', 'Smoke detector', 'TV', 'Wifi'",-33.87604,151.22559,Yes,1,1125,0,0,0,0,strict_14_with_grace_period,15,100,23405752,Harry,"Potts Point, New South Wales, Australia",2,1,1,Not Specified,Not Specified,No,No
Australia,AU,Sydney,Petersham,Marrickville,"Petersham, NSW, Australia",Marrickville,1073607,Bright Inner West Terrace Value+,no rules,Private room,65,House,1,1,Real Bed,1,2,15,1,"Dryer', 'Essentials', 'Free parking on premises', 'Hair dryer', 'Hangers', 'Heating', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Shampoo', 'Smoke detector', 'TV', 'Washer', 'Wifi'",-33.89931,151.15851,Yes,1,1125,0,0,0,232,moderate,25,96,3082095,Natasa,"Sydney, New South Wales, Australia",84,3,3,within a few hours,67,Yes,Yes
Australia,AU,Sydney,Not Specified,Not Specified,"Newport, NSW, Australia",Pittwater,1090153,Aquilla House - Ocean Views Newport,"Please, No Smoking and no pets but apart from that, please treat the house as if it was your own.  It's our family home and we want you to enjoy it as much as we do. Max 2 cars parking at front of house and guests to park at top of driveway as the private drive needs to accommodate neighbours cars also. Thanks.",Entire home/apt,500,House,4,5,Real Bed,3,8,0,1,"Cable TV', 'Dryer', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'Free parking on premises', 'Free street parking', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Indoor fireplace', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Self check-in', 'Shampoo', 'Smart lock', 'Smoke detector', 'TV', 'Washer', 'Wheelchair accessible', 'Wifi'",-33.65212,151.31572,Yes,7,60,28,58,88,363,strict_14_with_grace_period,150,93,5990033,Susannah,"New South Wales, Australia",3,2,2,within a few hours,100,No,Yes
Australia,AU,Sydney,Darlinghurst,Neutral Bay,"Darlinghurst, NSW, Australia",Sydney,1098211,Super location - Walk to the City!,"Make yourself at home. Please leave the apartment clean and tidy though. No parties. The walls are thick so you don't hear much from next door neighbours but no loud music etc  -please be cosiderate of the neighbours Max of 2 people to stay in apartment - couch is for sitting and maybe a midday nap but not for an extra guest  Electricty and water are included.  No internet or Wifi provided Free to Air TV - Foxtel is available for longer stays if you want to connect it at your cost Bedding, towels etc provided Tea and cofee and a Small breakfast hamper provided to start off your stay I try to be as flexible as possible with checkins and checkouts - however I do need to work around other bookings and also my work.  Checkout by 11am - unless I dont have anyone booked for the following night.",Entire home/apt,119,Apartment,1,1,Real Bed,1,2,0,2,"Buzzer/wireless intercom', 'Essentials', 'Heating', 'Kitchen', 'Smoke detector', 'TV', 'Wheelchair accessible', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50'",-33.87521,151.22133,Yes,3,1125,0,0,0,0,strict_14_with_grace_period,75,84,4099460,Serena,"Sydney, New South Wales, Australia",9,3,3,Not Specified,Not Specified,No,No
Australia,AU,Sydney,Woollahra,Woollahra,"Woollahra, NSW, Australia",Woollahra,1131054,Executive Luxury design Apartment,Smoking and pets are not permitted.  We are a quite and friendly neighbourhood so please no large groups and noise.    Due to the stair access we are unfortunately not wheelchair or child friendly,Entire home/apt,461,Apartment,2,2,Real Bed,1,3,100,2,"Air conditioning', 'Buzzer/wireless intercom', 'Cable TV', 'Dryer', 'Essentials', 'Fire extinguisher', 'Free parking on premises', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoke detector', 'TV', 'Washer', 'Wifi'",-33.88944,151.23526,Yes,2,365,0,0,0,157,strict_14_with_grace_period,0,99,6205300,Sarah,"Sydney, New South Wales, Australia",35,2,2,within a day,50,No,Yes
Australia,AU,Sydney,Cronulla,Not Specified,"Bundeena, NSW, Australia",Sutherland Shire,1138483,Bundeena Garden Studio near beaches,"House rules for Bundeena Garden Studio: Please read this carefully before your visit so you know what to expect. If you need anything at all or have any other questions, please don't be afraid to ask â€“ we want to make sure you enjoy your visit â˜º  â€¢ CHECK IN/OUT  Please advise of your time of arrival by text message or email. Check in is usually after 2pm, check out is normally before 12pm (noon), but these can be negotiated if there are not adjacent bookings. â€¢ KEY You can pick up the key from us in the main house, or will be advised where to pick up if we are not at home. Ensure when you leave the studio that the doors are locked. â€¢ YOUR ROOM Sheets are changed for each visitor, but not the bedcover and cushion covers, so please keep them clean. The room is not serviced during your stay, so please hang towels for re-use. â€¢ FACILITIES A broom is provided â€“ a mop and vacuum cleaner available on request. There is a clothes airer in the kitchen, and also retractable washing line under the",Entire home/apt,109,Cabin,1,1,Real Bed,1,2,0,1,"BBQ grill', 'Cooking basics', 'Essentials', 'Free street parking', 'Garden or backyard', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Internet', 'Iron', 'Kitchen', 'Lockbox', 'Luggage dropoff allowed', 'Microwave', 'Oven', 'Patio or balcony', 'Private entrance', 'Refrigerator', 'Self check-in', 'Shampoo', 'Smoke detector', 'Stove', 'TV', 'Wifi', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50'",-34.08087,151.15761,Yes,2,7,14,35,43,125,strict_14_with_grace_period,30,98,6245401,Belinda,"Bundeena, New South Wales, Australia",230,1,1,within an hour,100,Yes,Yes
Australia,AU,Sydney,Beaconsfield,Not Specified,"Beaconsfield, NSW, Australia",Sydney,11396243,Beautiful Ensuite Room -Easy access to city,Please treat the house as if it were your own.,Private room,75,House,1,1,Real Bed,2,2,0,1,"Air conditioning', 'Breakfast', 'Dryer', 'Essentials', 'Free parking on premises', 'Hair dryer', 'Hangers', 'Heating', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'TV', 'Washer', 'Wifi', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50'",-33.90987,151.2009,No,30,1125,0,0,0,0,moderate,50,0,12716878,Marina,"Sydney, New South Wales, Australia",2,1,1,Not Specified,Not Specified,No,Yes
Australia,AU,Sydney,Neutral Bay,Neutral Bay,"North Sydney, NSW, Australia",North Sydney,1143151,Harbourside Apartment - Water Views,"Just common sense really - please leave the apartment as you found it, and not do anything that is likely to disturb the neighbours (no parties)!  The building is strictly no smoking, and unfortunately no pets are allowed due to Strata rules. There will be instructions in the apartment about where to dispose of rubbish and any other details like this you might need. Children are welcome though the apartment is not child proof, and there is a balcony (one level above ground). Please be careful on arrival and on returning to the apartment that you get the right building - the next one along is almost identical!",Entire home/apt,161,Apartment,1,2,Real Bed,1,3,50,2,"Bed linens', 'Breakfast', 'Cable TV', 'Cooking basics', 'Dishes and silverware', 'Dryer', 'Elevator', 'Essentials', 'Extra pillows and blankets', 'Free parking on premises', 'Hair dryer', 'Hangers', 'Heating', 'Host greets you', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Long term stays allowed', 'Microwave', 'Oven', 'Patio or balcony', 'Refrigerator', 'Shampoo', 'Single level home', 'Smoke detector', 'Stove', 'TV', 'Washer', 'Wifi'",-33.84297,151.21478,Yes,2,365,7,22,51,322,strict_14_with_grace_period,70,94,6016999,Eleanor,"North Sydney, New South Wales, Australia",41,1,1,within a few hours,100,Yes,Yes
Australia,AU,Sydney,Lilyfield/Rozelle,Lilyfield/Rozelle,"Sydney , NSW, Australia",Leichhardt,1145567,ROOM + ENSUITE INNER CITY MOD HOUSE,no smoking inside and keep place tidy as you found it.,Private room,125,House,1,1,Real Bed,2,1,60,1,"Air conditioning', 'Carbon monoxide detector', 'Essentials', 'Family/kid friendly', 'First aid kit', 'Heating', 'Internet', 'Kitchen', 'Safety card', 'Shampoo', 'Smoke detector', 'TV', 'Washer', 'Wifi'",-33.86771,151.16994,Yes,2,1125,30,60,90,365,strict_14_with_grace_period,0,88,6172276,Alison,"Sydney, New South Wales, Australia",12,3,3,within a few hours,75,No,Yes
Australia,AU,Sydney,Bondi Beach,Bondi Beach,"Bondi Beach, NSW, Australia",Waverley,11719579,Bondi beach sunny house,no rules,Private room,55,House,1,1,Real Bed,1,1,0,1,"24-hour check-in', 'Free parking on premises', 'Hair dryer', 'Hangers', 'Internet', 'Iron', 'Kitchen', 'TV', 'Washer', 'Wifi'",-33.89172,151.26826,Yes,2,1125,0,0,0,0,flexible,0,100,4499997,Kate,"Auckland, Auckland, New Zealand",1,2,2,within a day,50,No,No
Australia,AU,Sydney,Not Specified,Not Specified,"Harris Park, NSW, Australia",Parramatta,11727255,Two Bed Room Spacious brand new,1. Maintain cleanness and tidy 2. Only outside Smoking allowed 3. For any breakage or misuse guest will be responsible,Entire home/apt,124,Apartment,2,2,Real Bed,2,4,0,1,"Air conditioning', 'Buzzer/wireless intercom', 'Cable TV', 'Elevator', 'Essentials', 'Family/kid friendly', 'Heating', 'Internet', 'Iron', 'Kitchen', 'TV', 'Washer', 'Wheelchair accessible', 'Wifi'",-33.81861,151.00818,Yes,1,1125,0,0,0,0,flexible,20,0,50347595,Amol,"Wentworthville, New South Wales, Australia",0,1,1,Not Specified,Not Specified,No,No
Australia,AU,Sydney,Darlington,Darlington,"Darlington, NSW, Australia",Sydney,11778959,Inner City Terrace - 2 rooms 2 beds - 4 ppl.,"We enjoy sharing our home with you and other Airbnb guests, please be considerate, enjoy the house, treat it with respect and apply some common sense! We are relaxed and easy going, we do not have rules or a curfew, however from our hosting experience we have generated some simple guidelines; â€¢	Please ensure the house is locked for everyone's safety and security when you leave.  â€¢	If you cook or use things in the kitchen place it in the dishwasher, and if you make a mess please clean it up. â€¢	Please be considerate when using the bathroom, and be thoughtful for the next person to use it.  â€¢	Please hang wet towels behind the door or on the rack provided. â€¢	We enjoy cooking and are happy to share what we have in the fridge or pantry, but please do not freeload, for longer stays please be thoughtful by replacing or buying your own products. â€¢	We appreciate that people enjoy their own space, may be tired after a long day or have limited/basic English. This is our home, please be courteous t",Private room,171,Townhouse,2,2,Real Bed,1,4,0,4,"24-hour check-in', 'Carbon monoxide detector', 'Dryer', 'Essentials', 'Fire extinguisher', 'First aid kit', 'Free street parking', 'Hair dryer', 'Hangers', 'Heating', 'Host greets you', 'Hot water', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Paid parking off premises', 'Shampoo', 'Smoke detector', 'Smoking allowed', 'TV', 'Washer', 'Wifi', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50'",-33.88848,151.1965,Yes,2,7,0,0,0,0,flexible,0,100,9031139,Jason,"New South Wales, Australia",3,4,4,Not Specified,Not Specified,No,Yes
Australia,AU,Sydney,Woolloomooloo,Woolloomooloo,"Woolloomooloo, NSW, Australia",Sydney,11806776,Spacious Four Bedroom Terrace,Please respect the neighbours.,Entire home/apt,650,House,4,4,Real Bed,2,8,0,1,"Air conditioning', 'Buzzer/wireless intercom', 'Cable TV', 'Dryer', 'Essentials', 'Family/kid friendly', 'Free parking on premises', 'Hangers', 'Heating', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Shampoo', 'TV', 'Washer', 'Wifi'",-33.86943,151.21842,Yes,1,1125,0,0,0,0,flexible,0,0,37118689,Ed,"New South Wales, Australia",0,1,1,Not Specified,Not Specified,No,Yes
Australia,AU,Sydney,Waterloo,Waterloo,"Waterloo, NSW, Australia",Sydney,11848397,Sunny Courtyard Apartment - Sydney,no rules,Entire home/apt,165,Apartment,1,1,Real Bed,1,2,0,1,"Air conditioning', 'BBQ grill', 'Bed linens', 'Buzzer/wireless intercom', 'Cable TV', 'Carbon monoxide detector', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Dryer', 'Elevator', 'Essentials', 'Extra pillows and blankets', 'Fire extinguisher', 'First aid kit', 'Flat path to front door', 'Free parking on premises', 'Garden or backyard', 'Gym', 'Hair dryer', 'Hangers', 'Heating', 'Hot tub', 'Hot water', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lockbox', 'Microwave', 'Oven', 'Patio or balcony', 'Pool', 'Private living room', 'Refrigerator', 'Safety card', 'Self check-in', 'Single level home', 'Smoke detector', 'Step-free access', 'Step-free access', 'Step-free access', 'Stove', 'TV', 'Washer', 'Well-lit path to entrance', 'Wide doorway', 'Wide entryway', 'Wide hallway clearance', 'Wifi'",-33.90087,151.21181,Yes,1,3,7,29,41,154,moderate,35,0,6550117,Shane,"Sydney, New South Wales, Australia",0,1,1,Not Specified,Not Specified,No,No
Australia,AU,Sydney,Bondi,Bondi,"Bondi, NSW, Australia",Waverley,11894971,Cottage in Bondi/Tamarama,no rules,Entire home/apt,242,Chalet,1,1,Real Bed,1,2,0,1,"24-hour check-in', 'Air conditioning', 'Essentials', 'Heating', 'Indoor fireplace', 'Internet', 'Kitchen', 'Smoke detector', 'TV', 'Washer', 'Wifi'",-33.89605,151.26907,Yes,5,1125,0,0,0,0,moderate,107,0,11031120,Jaclyn,"Melbourne, Victoria, Australia",0,1,1,Not Specified,Not Specified,No,Yes
Australia,AU,Sydney,Not Specified,Not Specified,"Newport Beach, NSW, Australia",Pittwater,11914814,Cruisy apartment by the sea,"Child friendly, no pets.",Entire home/apt,151,Apartment,0,1,Real Bed,1,2,0,1,"Cat(s)', 'Dryer', 'Essentials', 'Family/kid friendly', 'First aid kit', 'Free parking on premises', 'Hair dryer', 'Hangers', 'Heating', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Pets live on this property', 'Shampoo', 'Smoke detector', 'TV', 'Washer', 'Wheelchair accessible', 'Wifi'",-33.662,151.32223,Yes,2,30,0,0,0,0,flexible,20,100,42173021,Dean,"Sydney, New South Wales, Australia",2,1,1,Not Specified,Not Specified,No,Yes
Australia,AU,Sydney,Pyrmont,Pyrmont,"Pyrmont, NSW, Australia",Sydney,11933497,Room double bed $ 740 for 2 weeks,"No smoking inside, only on the balcony",Private room,53,Apartment,1,1,Real Bed,1,2,0,1,"Buzzer/wireless intercom', 'Elevator', 'Essentials', 'Free parking on premises', 'Gym', 'Hangers', 'Heating', 'Internet', 'Kitchen', 'Laptop friendly workspace', 'Pool', 'Smoke detector', 'Wifi'",-33.87351,151.1943,Yes,1,1125,0,0,0,0,flexible,0,0,63700948,Jamie,"Pyrmont, New South Wales, Australia",0,1,1,Not Specified,Not Specified,No,No
Australia,AU,Sydney,Tamarama,Not Specified,"Tamarama, NSW, Australia",Waverley,12098138,Tamarama Penthouse apartment,"Respect our neighbours (no parties or loud music late at night), smoking on only the balcony only and keep the apartment clean and tidy. Treat the place as if it were your own.",Entire home/apt,225,Apartment,3,3,Real Bed,2,7,20,7,"24-hour check-in', 'Air conditioning', 'Bed linens', 'Cable TV', 'Dryer', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'Free parking on premises', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Private entrance', 'Shampoo', 'Smoke detector', 'TV', 'Washer', 'Wifi'",-33.89741,151.26982,No,5,1125,0,0,0,0,strict_14_with_grace_period,200,99,118676,Lizzy,"Sydney, New South Wales, Australia",27,1,1,within an hour,100,Yes,Yes
Australia,AU,Sydney,Bondi Junction,Bondi Junction,"Sydney, NSW, Australia",Waverley,1211285,Bondi Apartment with Stunning Views,You will be staying in our home so please treat it how you would like your home to be treated! We only ask that you keep the place tidy and you are welcome to cook and use everything in the place freely just clean up after yourself. The house is carpeted with light coloured carpet so you must take your shoes off before entering the apartment. Smoking is not permitted in the apartment or on the balcony.,Entire home/apt,171,Condominium,2,2,Real Bed,1,4,0,1,"Buzzer/wireless intercom', 'Childrenâ€™s books and toys', 'Crib', 'Dryer', 'Elevator', 'Essentials', 'Family/kid friendly', 'Free parking on premises', 'Free street parking', 'Hair dryer', 'Hangers', 'Heating', 'High chair', 'Host greets you', 'Hot water', 'Internet', 'Iron', 'Kitchen', 'Pack â€™n Play/travel crib', 'Pool', 'Shampoo', 'Smoke detector', 'TV', 'Washer', 'Wheelchair accessible', 'Wifi'",-33.89333,151.25656,Yes,4,120,0,0,0,0,strict_14_with_grace_period,200,90,5808427,Eduardo & Yvonne,"Sydney, New South Wales, Australia",12,1,1,Not Specified,Not Specified,No,Yes
