country,country_code,market,suburb,host_neighbourhood,street,government_area,_id,name,house_rules,room_type,price,property_type,bedrooms,beds,bed_type,bathrooms,accommodates,extra_people,guests_included,amenities,latitude,longitude,is_location_exact,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,cancellation_policy,cleaning_fee,review_scores,host_id,host_name,host_location,number_of_reviews,host_listings_count,host_total_listings_count,host_response_time,host_response_rate,host_is_superhost,host_identity_verified
Portugal,PT,Porto,Not Specified,Not Specified,"Porto, Porto, Portugal","Cedofeita, Ildefonso, SÃ©, Miragaia, Nicolau, VitÃ³ria",10664888,PORTO DOWNTOWN FLATS-RIBEIRA STUDIO,"No big rules, just treat the house like it was your home!",Entire home/apt,55,Apartment,0,2,Real Bed,1,4,7,2,"Accessible-height bed', 'Accessible-height toilet', 'Bed linens', 'Buzzer/wireless intercom', 'Cable TV', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Elevator', 'Essentials', 'Extra pillows and blankets', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Hair dryer', 'Hangers', 'Heating', 'High chair', 'Host greets you', 'Hot water', 'Iron', 'Kitchen', 'Long term stays allowed', 'Microwave', 'Pack â€™n Play/travel crib', 'Paid parking off premises', 'Paid parking on premises', 'Refrigerator', 'Shampoo', 'Step-free access', 'Step-free access', 'Step-free access', 'Stove', 'TV', 'Wide clearance to bed', 'Wide doorway', 'Wide doorway', 'Wide doorway', 'Wifi'",41.14106,-8.61279,No,2,28,3,12,24,243,strict_14_with_grace_period,25,97,35484736,Tim,"Porto, Porto District, Portugal",62,4,4,within an hour,100,Yes,Yes
Portugal,PT,Porto,Not Specified,Brickell,"Porto, Porto, Portugal",Bonfim,10751153,Renovated Classic Design Studio with Sun Room,"- Check in is at 3 pm. There is a $30 fee for late check out (when available). - Please keep documents and valuable items in the safety box located in the closet. - The house is not responsible for lost valuable items left outside the Safety Deposit box. - 85 Euros fee in case Keys are lost, in cash, at check out. - Please close all doors and windows every time you go out. - A First Aid Kit is provided, located under the Bathroom sink. - Hair blow dryer is located under the bathroom sink. - Please dispose of garbage in plastic bags at the public garbage bins located in the street around the corner to the left when exiting the building.  - Please make sure all small electrical appliances and water fixtures are turned off every time you exit the apartment. - Check in time is at 15:00pm (3:00 pm) Check out time is at: 12:00 midday.  For early check in or late check out cost is 30 Euro (when available) and must be paid before check out. If the apartment is available check in/out time is fl",Entire home/apt,58,Apartment,1,1,Real Bed,1,3,20,2,"Air conditioning', 'Bath towel', 'Bathroom essentials', 'Beach essentials', 'Bed linens', 'Bedroom comforts', 'Body soap', 'Cable TV', 'Carbon monoxide detector', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Essentials', 'Extra pillows and blankets', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Hair dryer', 'Handheld shower head', 'Hangers', 'Heating', 'Host greets you', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lock on bedroom door', 'Long term stays allowed', 'Microwave', 'Oven', 'Paid parking off premises', 'Paid parking on premises', 'Private living room', 'Refrigerator', 'Shampoo', 'Smart TV', 'Smoke detector', 'Step-free access', 'Step-free access', 'Step-free access', 'Stove', 'TV', 'Toilet paper', 'Well-lit path to entrance', 'Wifi', 'translation missing: en.hosting_amenity_50'",41.14684,-8.60106,Yes,3,40,29,59,84,359,strict_14_with_grace_period,40,94,11417174,Maribel Monzo,"Porto, Porto District, Portugal",32,4,4,within an hour,100,Yes,Yes
Portugal,PT,Porto,Not Specified,Not Specified,"Porto, Porto District, Portugal","Cedofeita, Ildefonso, SÃ©, Miragaia, Nicolau, VitÃ³ria",11413023,Lulapartment II,"Esperamos que os nossos hospedes respeitem a nossa casa! Que respeitem os nossos vizinhos, nÃ£o fazendo ruÃ­do apÃ³s as 22h. Que levem o lixo embora. Que nÃ£o fumem dentro de casa (fumar nas varandas). Que deixem o apartamento como o encontraram!",Entire home/apt,60,Apartment,2,5,Real Bed,1,7,10,5,"24-hour check-in', 'Bed linens', 'Buzzer/wireless intercom', 'Cable TV', 'Essentials', 'Extra pillows and blankets', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Internet', 'Iron', 'Kitchen', 'TV', 'Wifi'",41.14366,-8.61825,No,2,1125,12,23,32,259,strict_14_with_grace_period,20,95,35821827,Cristina,"Porto, Porto District, Portugal",229,3,3,within an hour,100,No,No
Portugal,PT,Porto,Not Specified,Not Specified,"Porto, Porto District, Portugal","Cedofeita, Ildefonso, SÃ©, Miragaia, Nicolau, VitÃ³ria",1144090,O'Porto Studio | Historic Center,"- Pets not allowed; - Smoking allowed only in the balcony; - The apartment will be cleaned before the arrival of each guest; - On leaving, the guest must leave the apartment without waste, all the lights turned off and windows closed; - Always maintain the front door of the building closed; - No cleaning fee. After one week stay - free cleaning changing linen and towels. Extra cleanness, linen and towels possible but will be charged; - Check-in 3p.m. and check-out before 11a.m. (other hours may be agreed where possible); - Report if some incident happens; - The furniture of the apartment should be left in the same places where you found them;",Entire home/apt,40,Loft,1,1,Real Bed,1,4,10,2,"24-hour check-in', 'Bed linens', 'Cable TV', 'Cleaning before checkout', 'Coffee maker', 'Cooking basics', 'Crib', 'Dishes and silverware', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Hair dryer', 'Hangers', 'Heating', 'High chair', 'Host greets you', 'Hot water', 'Internet', 'Iron', 'Kitchen', 'Luggage dropoff allowed', 'Microwave', 'Oven', 'Paid parking off premises', 'Refrigerator', 'Safety card', 'Stove', 'TV', 'Washer', 'Wifi'",41.14736,-8.61504,Yes,2,1120,8,30,40,275,strict_14_with_grace_period,0,92,2220420,TomÃ¡s,"Porto, Porto, Portugal",380,20,20,within an hour,100,No,Yes
Portugal,PT,Porto,Not Specified,Not Specified,"Porto, Porto, Portugal","Cedofeita, Ildefonso, SÃ©, Miragaia, Nicolau, VitÃ³ria",11447743,Apartamento SÃ£o Bento da VitÃ³ria 2 - Amazing view,no rules,Entire home/apt,80,Apartment,1,2,Real Bed,1,4,15,2,"24-hour check-in', 'Bed linens', 'Buzzer/wireless intercom', 'Cable TV', 'Cooking basics', 'Dishes and silverware', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Internet', 'Kitchen', 'Patio or balcony', 'Safety card', 'Stove', 'TV', 'Wifi'",41.14507,-8.61655,Yes,2,300,6,11,16,266,moderate,0,98,48943549,Rosa,"Porto, Porto District, Portugal",211,3,3,within an hour,100,Yes,No
Portugal,PT,Porto,Not Specified,Not Specified,"Porto, Porto, Portugal","Aldoar, Foz do Douro e Nevogilde",11510109,LightHouse with Sea View,SilÃªncio a partir das 22:00. Manter a porta da rua sempre fechada.,Entire home/apt,80,Apartment,1,1,Real Bed,1,2,10,2,"Air conditioning', 'Beach essentials', 'Beachfront', 'Bed linens', 'Buzzer/wireless intercom', 'Cable TV', 'Childrenâ€™s books and toys', 'Coffee maker', 'Cooking basics', 'Crib', 'Dishes and silverware', 'Essentials', 'Extra pillows and blankets', 'Fire extinguisher', 'First aid kit', 'Flat path to front door', 'Free street parking', 'Hair dryer', 'Hangers', 'Heating', 'High chair', 'Host greets you', 'Hot water', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Luggage dropoff allowed', 'Microwave', 'Pack â€™n Play/travel crib', 'Patio or balcony', 'Refrigerator', 'Room-darkening shades', 'Shampoo', 'Stove', 'TV', 'Well-lit path to entrance', 'Wide doorway', 'Wide hallway clearance', 'Wifi'",41.15171,-8.67643,Yes,2,1125,29,50,55,216,moderate,15,100,37725953,David - LightHouse,"Foz do Douro, Porto, Portugal",1,3,3,within an hour,100,No,No
Portugal,PT,Porto,Not Specified,Not Specified,"Porto, Porto, Portugal","Cedofeita, Ildefonso, SÃ©, Miragaia, Nicolau, VitÃ³ria",11703559,Fabulous occasion orange,no rules,Entire home/apt,34,Apartment,0,1,Real Bed,1,2,0,2,"Bed linens', 'Coffee maker', 'Dishes and silverware', 'Elevator', 'Essentials', 'Fire extinguisher', 'Hair dryer', 'Hangers', 'Heating', 'Host greets you', 'Hot water', 'Kitchen', 'Long term stays allowed', 'Microwave', 'Pets allowed', 'Refrigerator', 'Shampoo', 'Smoke detector', 'Wifi', 'translation missing: en.hosting_amenity_50'",41.14464,-8.61181,Yes,2,1125,4,4,10,183,moderate,19,94,41161072,Dulce,"Labruge, Porto, Portugal",163,4,4,within an hour,99,No,Yes
Portugal,PT,Porto,Not Specified,Not Specified,"Vila Nova de Gaia, Porto, Portugal",Santa Marinha e SÃ£o Pedro da Afurada,11834359,"Casa ""Voltaria"", o desejo de voltar",Bom para famÃ­lias com crianÃ§as.  Pode-se fumar nas varandas Animais de estimaÃ§Ã£o - por favor consulte-nos,Entire home/apt,120,Apartment,3,3,Real Bed,1,4,0,1,"24-hour check-in', 'Buzzer/wireless intercom', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Hair dryer', 'Hangers', 'Indoor fireplace', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Safety card', 'Shampoo', 'TV', 'Washer', 'Wifi'",41.13534,-8.60605,No,3,1125,0,0,0,45,moderate,0,93,23993576,Fatima,"Vila Nova de Gaia, Porto District, Portugal",10,1,1,Not Specified,Not Specified,No,No
Portugal,PT,Porto,Not Specified,Not Specified,"Porto, Portugal",Lordelo do Ouro e Massarelos,11902059,Apartamento Centro histÃ³rico,no rules,Entire home/apt,75,Apartment,1,4,Real Bed,1,4,15,2,"Essentials', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Heating', 'Host greets you', 'Kitchen', 'Shampoo', 'TV', 'Wifi', 'translation missing: en.hosting_amenity_50'",41.1455,-8.63001,Yes,3,1125,17,47,77,352,strict_14_with_grace_period,0,96,63486615,Francisco,"Porto, Porto District, Portugal",5,2,2,Not Specified,Not Specified,No,No
Portugal,PT,Porto,Not Specified,Not Specified,"PedrouÃ§os, Porto District, Portugal",PedrouÃ§os,1195977,Porto-amazing room with ensuite,no rules,Private room,30,Apartment,1,1,Real Bed,1,2,0,1,"Buzzer/wireless intercom', 'Elevator', 'Free parking on premises', 'Heating', 'Kitchen', 'TV', 'Washer', 'Wheelchair accessible', 'Wifi'",41.18877,-8.58364,Yes,2,15,23,53,83,358,moderate,0,100,6535569,Maria,"Porto, Porto District, Portugal",4,1,1,Not Specified,Not Specified,No,No
Portugal,PT,Porto,Not Specified,Not Specified,"Porto, Porto, Portugal",Bonfim,11987001,B. Arts IV,no rules,Entire home/apt,50,Apartment,1,1,Real Bed,2,2,0,1,"Essentials', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Kitchen', 'Long term stays allowed', 'Other', 'Pack â€™n Play/travel crib', 'Paid parking off premises', 'Pets allowed', 'Smoking allowed', 'TV', 'Wifi'",41.14543,-8.60033,Yes,2,1125,28,58,86,233,strict_14_with_grace_period,0,100,4656501,OX Pedro & Nuno,"Porto, Porto District, Portugal",3,12,12,within an hour,100,No,No
Portugal,PT,Porto,Not Specified,Not Specified,"Vila Nova de Gaia, Porto District, Portugal",Santa Marinha e SÃ£o Pedro da Afurada,12010910,HOUSE INHISTORICAL AREA GAIA-OPORTO,"NUMBER OF GUESTS  - The number of people who can use the apartment should never exceed the capacity of each apartment. BEHAVIOR - The person that reserves the apartment will be responsible for the conduct of all the persons accompanying him/her, and specifically avoiding any activity that is against any law or health policy. - Do not forget that our apartments are in residential buildings, the night rest of its neighbors must be respected. Observe that the conduct of parties or other activities that disturb neighbors may result in immediate eviction from the apartment with loss of all amounts already paid for the stay at the apartment. - The quiet period lasts from 22:00 to 10:00 the day following.",Entire home/apt,65,House,2,2,Real Bed,1,6,0,1,"24-hour check-in', 'Essentials', 'First aid kit', 'Hair dryer', 'Hangers', 'Heating', 'Internet', 'Iron', 'Kitchen', 'Shampoo', 'Smoke detector', 'TV', 'Washer', 'Wifi'",41.13469,-8.60906,Yes,2,30,0,0,0,0,strict_14_with_grace_period,0,96,64246576,Gilberto,PT,29,1,1,Not Specified,Not Specified,Yes,No
Portugal,PT,Porto,Not Specified,Not Specified,"Porto, Porto, Portugal","Cedofeita, Ildefonso, SÃ©, Miragaia, Nicolau, VitÃ³ria",12046370,Premium Exclusive house & garden Rua Almada,Availabe in the house,Entire home/apt,125,House,2,2,Real Bed,2,4,25,2,"24-hour check-in', 'Dryer', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'Hair dryer', 'Hangers', 'Heating', 'Host greets you', 'Hot water', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Long term stays allowed', 'Paid parking off premises', 'TV', 'Washer', 'Wifi'",41.15292,-8.61302,Yes,3,1125,0,0,0,199,moderate,40,96,64501912,Zahia,"Paris, ÃŽle-de-France, France",22,1,1,Not Specified,Not Specified,No,No
Portugal,PT,Porto,Not Specified,Not Specified,"Porto, Porto, Portugal","Cedofeita, Ildefonso, SÃ©, Miragaia, Nicolau, VitÃ³ria",12091977,Central apartment in Almada street,"Treat everything well and with care. Smoking is just allowed outside. Please respect the neighbours No loud noise allowed before 10h00 am or after 10h00 pm Respect the check  in and check out times: CHECK-IN Check in or bagage drop can be maid from 12h30 on but in case there were guests leaving that morning the house may be in cleaning process. We will try to make the cleaning as soon as possible but this process can be made till 16h30. Regular check in os from 12h30-20h. Late checkin: In case you want to arrive later no problem but you need our confirmation for this at least 24h before your arrival, otherwise late check ins will not be possible to make (unless this is a same day reservation. in this case on the booking this must be mentioned). If you arrive later than 20h without previous notice it will be consider no-show.  20h-23h30- FREE from 23h30 on: late check in fee (30euros)- to be paid on your arrival. You must provide a chek in time at least 24h hours before you arrival.  We",Entire home/apt,45,Apartment,1,1,Real Bed,1,2,0,1,"Cable TV', 'Essentials', 'Family/kid friendly', 'Hair dryer', 'Hangers', 'Heating', 'Kitchen', 'Shampoo', 'TV', 'Washer', 'Wifi'",41.14791,-8.61184,Yes,5,1125,30,60,90,365,flexible,20,89,28343654,Rosa,"Paris, ÃŽle-de-France, France",57,2,2,within a day,100,No,No
Portugal,PT,Porto,Not Specified,Not Specified,"Porto, Porto District, Portugal","Cedofeita, Ildefonso, SÃ©, Miragaia, Nicolau, VitÃ³ria",1209353,Shining view in the city heart 5,Max. occupancy: 4 people Apartment full equipped with complete dinnerware for 4. Linen and towels supplied. Check in after 16:00 (can keep luggage). Check out until 12:00. Children are welcome but pay as adults!,Entire home/apt,70,Loft,1,2,Real Bed,1,4,10,2,"Air conditioning', 'Cable TV', 'Elevator', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Hair dryer', 'Hangers', 'Host greets you', 'Hot water', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Long term stays allowed', 'Luggage dropoff allowed', 'Paid parking off premises', 'Shampoo', 'TV', 'Washer', 'Wifi'",41.14364,-8.61628,Yes,3,1124,13,33,60,210,moderate,20,100,1630185,David,"Porto, Porto, Portugal",7,12,12,within an hour,100,Yes,Yes
Portugal,PT,Porto,Not Specified,Not Specified,"Vila Nova de Gaia, Porto, Portugal",Canidelo,12196285,Myboat & Yacht rentals,"VOUCHER CONDITIONS: CAPACITY 9+skipper CABINS 1 open plan  SPEED (CRUISING / MAX) 20-39 knots LENGTH 11,5m ENGINE 2 Volvo Penta Diesel KAD42 FUEL CONSUMPTION 90L/H LOW SEASON PRICE OCTOBER - MAY â‚¬495 (â‚¬609 VAT INC.) MID SEASON PRICE JUNE & SEPTEMBER â‚¬595 (â‚¬732 VAT INC.) HIGH SEASON PRICE JULY &Â AUGUST â‚¬695 (â‚¬885 VAT INC.)",Entire home/apt,200,Boat,1,2,Real Bed,1,2,0,1,"Beachfront', 'Breakfast', 'Carbon monoxide detector', 'Doorman', 'Essentials', 'Fire extinguisher', 'First aid kit', 'Free parking on premises', 'Host greets you', 'Hot water', 'Kitchen', 'Lake access', 'Safety card', 'Shampoo', 'Smoke detector', 'Waterfront', 'Wifi'",41.14143,-8.65161,No,3,1125,30,60,90,365,moderate,50,0,1179218,Pedro,"Porto, Porto, Portugal",0,5,5,within an hour,100,No,Yes
Portugal,PT,Porto,Not Specified,Not Specified,"Porto, Porto, Portugal",Bonfim,12200176,Casa da Porta Amarela,SÃ³ Ã© permitido fumar nas zonas exteriores da casa.  Durante a noite deve evitar ruÃ­dos e respeitar o descanso dos vizinhos. A casa deve ser deixada nas mesmas boas condiÃ§Ãµes em que Ã© entregue.,Entire home/apt,45,Apartment,2,4,Real Bed,1,5,9,2,"Bed linens', 'Cable TV', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Essentials', 'Extra pillows and blankets', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Long term stays allowed', 'Luggage dropoff allowed', 'Microwave', 'Oven', 'Pack â€™n Play/travel crib', 'Patio or balcony', 'Refrigerator', 'Shampoo', 'Stove', 'TV', 'Washer', 'Wifi'",41.15757,-8.59399,Yes,2,1125,16,34,50,249,moderate,25,98,9750723,Sissa,"Porto, Porto District, Portugal",44,4,4,within an hour,100,Yes,Yes
