country,country_code,market,suburb,host_neighbourhood,street,government_area,_id,name,house_rules,room_type,price,property_type,bedrooms,beds,bed_type,bathrooms,accommodates,extra_people,guests_included,amenities,latitude,longitude,is_location_exact,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,cancellation_policy,cleaning_fee,review_scores,host_id,host_name,host_location,number_of_reviews,host_listings_count,host_total_listings_count,host_response_time,host_response_rate,host_is_superhost,host_identity_verified
Brazil,BR,Rio De Janeiro,Copacabana,Not Specified,"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,10264100,Your spot in Copacabana,"Espero que vocÃª sinta-se em casa, e cuide do meu apartamento como se fosse seu.  Ã‰ proibido fumar, trazer animais de estimaÃ§Ã£o, trazer pessoas nÃ£o autorizadas( que nÃ£o sejam os hÃ³spedes previamente informados), fazer festinhas  e fazer barulho apÃ³s as 22hs. Por motivo de seguranÃ§a, desligue luz e ar condicionado sempre que sair do apartamento.",Entire home/apt,798,Apartment,2,5,Real Bed,2,6,20,4,"Air conditioning', 'Bed linens', 'Buzzer/wireless intercom', 'Cable TV', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Doorman', 'Elevator', 'Essentials', 'Extra pillows and blankets', 'Family/kid friendly', 'First aid kit', 'Hair dryer', 'Hangers', 'Host greets you', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Long term stays allowed', 'Microwave', 'Oven', 'Paid parking off premises', 'Refrigerator', 'Stove', 'TV', 'Washer', 'Wifi', 'Window guards', 'translation missing: en.hosting_amenity_50'",-22.96270793,-43.17714542,No,2,15,11,41,71,247,strict_14_with_grace_period,150,100,52772199,Ana LÃºcia,"Rio de Janeiro, State of Rio de Janeiro, Brazil",8,1,1,within a few hours,100,No,No
Brazil,BR,Rio De Janeiro,Ipanema,Ipanema,"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,10267144,IPANEMA LUXURY PENTHOUSE with MAID,no rules,Entire home/apt,858,Apartment,1,1,Real Bed,1,3,112,3,"24-hour check-in', 'Air conditioning', 'Breakfast', 'Cable TV', 'Doorman', 'Elevator', 'Essentials', 'First aid kit', 'Free street parking', 'Hair dryer', 'Hangers', 'Host greets you', 'Hot water', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Long term stays allowed', 'Luggage dropoff allowed', 'Pool', 'Shampoo', 'Smoking allowed', 'TV', 'Washer', 'Wifi'",-22.98034625,-43.20056249,Yes,1,1125,18,40,70,345,strict_14_with_grace_period,112,99,4428126,Cesar,"Rio de Janeiro, Rio de Janeiro, Brazil",29,3,3,within a few hours,93,Yes,Yes
Brazil,BR,Rio De Janeiro,Ipanema,Not Specified,"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,10295352,"Amazing and Big Apt, Ipanema Beach.",no rules,Entire home/apt,1999,Apartment,3,4,Real Bed,3,6,0,1,"Air conditioning', 'Buzzer/wireless intercom', 'Cable TV', 'Doorman', 'Elevator', 'Family/kid friendly', 'Iron', 'Smoking allowed', 'Washer', 'Wheelchair accessible', 'Wifi'",-22.98310875,-43.20465631,No,1,1125,0,0,0,0,flexible,0,0,52966539,Pedro,"Rio de Janeiro, State of Rio de Janeiro, Brazil",0,1,1,Not Specified,Not Specified,No,No
Brazil,BR,Rio De Janeiro,Flamengo,Not Specified,"Rio de Janeiro, Rio de Janeiro, Brazil",Flamengo,10299095,Small Room w Bathroom Flamengo Rio de Janeiro,"- NÄƒo Ã© permitido fumar. HÃ¡ uma varanda no piso tÃ©rreo com alguns bancos para fumar. - Por favor, sempre quando cozinhar ou comer alguma coisa, limpe logo depois. - Quando vocÃª vai voltar da praia ou trilhas, por favor, lavar os pÃ©s na garagem no piso tÃ©rreo com o chuveiro de mangueira de jardim. - NÃ£o Ã© permitido trazer qualquer tipo de amigos para o apartamento ou ter convidados. __________________________________________________ - It's not allowed to smoke. There is a friendly balcony at ground floor with some benchs for smoking.  - Please, always when cook or eat something, clean right after.  - When you'll come back from beach or trails, please wash your feet in the garage at the ground floor with the garden hose shower. - It's not allowed to bring any type of friends to the apartment or having guests.",Private room,71,Apartment,1,1,Real Bed,1,1,0,1,"Cat(s)', 'Dryer', 'Elevator', 'Essentials', 'Fire extinguisher', 'Kitchen', 'Pets live on this property', 'TV', 'Washer', 'Wifi', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50'",-22.93848269,-43.17645081,No,4,1125,0,0,0,0,moderate,20,80,52988408,Fernanda,BR,1,2,2,Not Specified,Not Specified,No,No
Brazil,BR,Rio De Janeiro,Barra da Tijuca,Barra da Tijuca,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,10306879,Alugo Apart frente mar Barra Tijuca,no rules,Entire home/apt,933,Apartment,1,2,Real Bed,1,4,0,1,"Air conditioning', 'Buzzer/wireless intercom', 'Doorman', 'Dryer', 'Elevator', 'Family/kid friendly', 'Free parking on premises', 'Gym', 'Hangers', 'Hot tub', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Pets allowed', 'Pool', 'TV', 'Washer', 'Wifi'",-23.01111701,-43.36831677,Yes,10,90,28,58,88,363,flexible,0,0,53027036,Paulo Cesar,BR,0,1,1,Not Specified,Not Specified,No,No
Brazil,BR,Rio De Janeiro,Not Specified,Not Specified,"Rio de Janeiro, Rio de Janeiro, Brazil",Anil,10324377,SuÃ­te em local tranquilo e seguro,no rules,Private room,101,House,1,1,Real Bed,1,1,50,1,"Buzzer/wireless intercom', 'Cable TV', 'Free parking on premises', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lock on bedroom door', 'Pool', 'Smoking allowed', 'Wifi'",-22.94836549,-43.33496705,Yes,1,1125,22,52,82,357,moderate,100,0,53127432,Renato,Brazil,0,7,7,within an hour,100,No,No
Brazil,BR,Rio De Janeiro,Catete,Catete,"Rio de Janeiro, Rio de Janeiro, Brazil",Catete,10373872,Apartamento Mobiliado - Lgo do Machado,no rules,Entire home/apt,149,Apartment,1,2,Real Bed,1,4,40,2,"24-hour check-in', 'Air conditioning', 'Building staff', 'Buzzer/wireless intercom', 'Cable TV', 'Doorman', 'Dryer', 'Elevator', 'Essentials', 'Family/kid friendly', 'Free parking on premises', 'Gym', 'Hair dryer', 'Hangers', 'Hot water', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Long term stays allowed', 'Luggage dropoff allowed', 'Pool', 'Self check-in', 'TV', 'Washer', 'Wifi'",-22.9317159,-43.17888629,No,30,365,0,11,41,316,strict_14_with_grace_period,60,0,15152328,Marcelo,"Rio de Janeiro, State of Rio de Janeiro, Brazil",0,7,7,within an hour,100,Yes,Yes
Brazil,BR,Rio De Janeiro,Barra da Tijuca,Not Specified,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,10381879,Pousada das Colonias,no rules,Private room,138,Bed and breakfast,1,1,Real Bed,1,2,70,2,"Air conditioning', 'Breakfast', 'Cable TV', 'Essentials', 'Family/kid friendly', 'Hangers', 'TV', 'Wifi'",-23.0046334,-43.30897458,No,1,1125,28,58,88,347,strict_14_with_grace_period,0,98,48463017,Lidia Maria,"Rio de Janeiro, State of Rio de Janeiro, Brazil",9,4,4,within an hour,90,No,Yes
Brazil,BR,Rio De Janeiro,Not Specified,Not Specified,"Rio de Janeiro, Rio de Janeiro, Brazil",Tanque,10383490,Quarto Taquara - JacarepaguÃ¡,"Eu resido no apartamento, portanto, por favor tenham cuidado.",Private room,101,Apartment,1,1,Real Bed,1,2,20,1,"24-hour check-in', 'Buzzer/wireless intercom', 'Cable TV', 'Elevator', 'Essentials', 'Family/kid friendly', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lock on bedroom door', 'Smoking allowed', 'Washer', 'Wifi', 'translation missing: en.hosting_amenity_50'",-22.91636184,-43.3703522,Yes,2,1125,30,60,90,365,strict_14_with_grace_period,120,100,3026612,Luana,"Rio de Janeiro, Rio de Janeiro, Brazil",1,2,2,a few days or more,0,No,No
Brazil,BR,Rio De Janeiro,Ipanema,Barra da Tijuca,"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,10411341,Beautiful flat with services,no rules,Entire home/apt,351,Apartment,2,2,Real Bed,2,4,500,4,"24-hour check-in', 'Air conditioning', 'Bed linens', 'Buzzer/wireless intercom', 'Cable TV', 'Dishes and silverware', 'Doorman', 'Dryer', 'Elevator', 'Essentials', 'Family/kid friendly', 'Free parking on premises', 'Gym', 'Hangers', 'Hot tub', 'Hot water', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Microwave', 'Oven', 'Pool', 'Refrigerator', 'Smoking allowed', 'Stove', 'Washer', 'Wifi'",-22.98255731,-43.20577175,No,3,1125,3,18,41,316,strict_14_with_grace_period,120,95,36696735,Liliane,"Rio de Janeiro, State of Rio de Janeiro, Brazil",32,2,2,within a day,100,Yes,Yes
Brazil,BR,Rio De Janeiro,Barra da Tijuca,Barra da Tijuca,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,10415637,(1) Beach Guest House - Go Make A Trip,no rules,Private room,112,Bed and breakfast,1,1,Real Bed,1,2,0,2,"Air conditioning', 'Essentials', 'Family/kid friendly', 'Free parking on premises', 'Hair dryer', 'Internet', 'Iron', 'Kitchen', 'Shampoo', 'TV', 'Wifi'",-23.00899169,-43.35397067,No,1,1125,24,45,60,309,flexible,0,98,4765935,Rafael,"Rio de Janeiro, State of Rio de Janeiro, Brazil",11,8,8,within a few hours,100,No,Yes
Brazil,BR,Rio De Janeiro,Copacabana,Copacabana,"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,10431455,Sala e quarto em copacabana com cozinha americana,no rules,Entire home/apt,298,Apartment,1,1,Real Bed,1,3,0,1,"24-hour check-in', 'Air conditioning', 'Buzzer/wireless intercom', 'Cable TV', 'Doorman', 'Elevator', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'Internet', 'Kitchen', 'Laptop friendly workspace', 'Pets allowed', 'Shampoo', 'Smoking allowed', 'TV', 'Washer', 'Wifi', 'translation missing: en.hosting_amenity_50'",-22.9631493,-43.1779489,Yes,4,1125,0,0,0,0,flexible,0,0,53729453,Tamara,"Rio de Janeiro, State of Rio de Janeiro, Brazil",0,1,1,Not Specified,Not Specified,No,No
Brazil,BR,Rio De Janeiro,SÃ£o Conrado,Not Specified,"Rio de Janeiro, State of Rio de Janeiro, Brazil",SÃ£o Conrado,10449328,Aluguel Temporada Casa SÃ£o Conrado,no rules,Entire home/apt,2499,House,4,8,Real Bed,7,11,0,1,"Air conditioning', 'Breakfast', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Free parking on premises', 'Hot tub', 'Internet', 'Kitchen', 'Pets allowed', 'Pets live on this property', 'Pool', 'Shampoo', 'Smoking allowed', 'Suitable for events', 'TV', 'Washer', 'Wifi'",-22.99391888,-43.27502007,No,5,1125,30,60,90,365,flexible,0,0,33687645,Maria Pia,"Rio de Janeiro, State of Rio de Janeiro, Brazil",0,1,1,a few days or more,0,No,Yes
Brazil,BR,Rio De Janeiro,Botafogo,Not Specified,"Rio de Janeiro, Rio de Janeiro, Brazil",Botafogo,10471178,Rented Room,no rules,Private room,112,Apartment,1,1,Real Bed,1,1,0,1,"Buzzer/wireless intercom', 'Doorman', 'Dryer', 'Elevator', 'Essentials', 'Hair dryer', 'Hangers', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lock on bedroom door', 'Wifi'",-22.94132122,-43.17933175,No,1,1125,30,60,90,365,flexible,0,0,53957975,Jercilene,"SÃ£o GonÃ§alo, Rio de Janeiro, Brazil",0,1,1,a few days or more,0,No,No
Brazil,BR,Rio De Janeiro,Barra da Tijuca,Barra da Tijuca,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,10519173,CondomÃ­nio Praia Barra da Tijuca,Try to keep the place clean and tidy.,Entire home/apt,351,Condominium,2,5,Real Bed,2,6,0,1,"Air conditioning', 'Buzzer/wireless intercom', 'Cable TV', 'Coffee maker', 'Dishes and silverware', 'Doorman', 'Elevator', 'Family/kid friendly', 'First aid kit', 'Free parking on premises', 'Hair dryer', 'Hangers', 'Hot water', 'Iron', 'Kitchen', 'Long term stays allowed', 'Microwave', 'Other', 'Pool', 'Refrigerator', 'Stove', 'TV', 'Washer', 'Well-lit path to entrance', 'Wheelchair accessible', 'Wifi'",-23.00970269,-43.32231287,Yes,2,1125,22,52,82,172,strict_14_with_grace_period,0,95,54221119,Paula,"Rio de Janeiro, State of Rio de Janeiro, Brazil",18,1,1,within an hour,88,No,No
Brazil,BR,Rio De Janeiro,Jardim BotÃ¢nico,Not Specified,"Rio de Janeiro, RJ, Brazil",Jardim BotÃ¢nico,10570041,Jardim BotÃ¢nico Gourmet 2 bdroom,"Respeitar vizinhos e horÃ¡rio de silÃªncio.  ->>>>>>Desligar ar condicionado e luzes ao sair.  ->>>>>>Qualquer objeto quebrado, manchado ou avariado deve ser comunicado IMEDIATAMENTE ao anfitriÃ£o ou atravÃ©s do AIRbnb. â€¢ Cuidado com as malas de rodinhas a fim de nÃ£o arranhar o piso. â€¢ SEMPRE usar tÃ¡bua de corte para nÃ£o arranhar a bancada da pia! â€¢ O nÃºmero de hÃ³spedes na reserva deve ser respeitado. NÃ£o sÃ£o permitidos convidados ou visitas.",Entire home/apt,395,Apartment,2,5,Real Bed,2,6,35,4,"Air conditioning', 'Babysitter recommendations', 'Beach essentials', 'Bed linens', 'Building staff', 'Cable TV', 'Carbon monoxide detector', 'Changing table', 'Childrenâ€™s books and toys', 'Childrenâ€™s dinnerware', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Elevator', 'Essentials', 'Ethernet connection', 'Extra pillows and blankets', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Free parking on premises', 'Free street parking', 'Garden or backyard', 'Gym', 'Hair dryer', 'Hangers', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lock on bedroom door', 'Long term stays allowed', 'Luggage dropoff allowed', 'Microwave', 'Oven', 'Patio or balcony', 'Pets allowed', 'Pool', 'Private living room', 'Refrigerator', 'Room-darkening shades', 'Self check-in', 'Shampoo', 'Smoke detector', 'Stair gates', 'Stove', 'TV', 'Washer', 'Wifi', 'Window guards'",-22.96448812,-43.22076223,No,2,1125,17,47,77,342,strict_14_with_grace_period,300,91,3665789,Roberta (Beta) Gatti,"Rio de Janeiro, Rio de Janeiro, Brazil",9,18,18,within a few hours,98,Yes,No
Brazil,BR,Rio De Janeiro,Laranjeiras,Not Specified,"Rio de Janeiro, Rio de Janeiro, Brazil",Laranjeiras,10596036,Apt Quarto e Sala amplo Laranjeiras,no rules,Entire home/apt,701,Apartment,1,4,Real Bed,1,4,0,1,"Air conditioning', 'Buzzer/wireless intercom', 'Cable TV', 'Doorman', 'Elevator', 'Essentials', 'Family/kid friendly', 'Hangers', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'TV', 'Washer', 'Wifi'",-22.93138711,-43.17974071,No,5,1125,0,0,0,0,flexible,100,0,47039858,Marianna,"Rio de Janeiro, State of Rio de Janeiro, Brazil",0,1,1,Not Specified,Not Specified,No,No
Brazil,BR,Rio De Janeiro,Copacabana,Copacabana,"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,1063491,"Charming Apartment,perfect Location","1.O apartamento situa-se em edifÃ­cio residencial. NÃ£o Ã© permitido fazer barulho no apartamento que possa incomodar os vizinhos. (Lei do SilÃªncio (22:00 Hs)  2.CrianÃ§as acima de 5 anos, contam como uma pessoa. Mais de uma crianÃ§a menor de 5 anos tambÃ©m contam como uma pessoa. 3. Se vocÃª tem um visitante, vocÃª Ã© responsÃ¡vel por ele. NÃ£o Ã© permitido circulaÃ§Ã£o de pessoas com trajes desapropriados no corredor e na portaria do prÃ©dio. Quando houver reclamaÃ§Ã£o de um morador, ou o porteiro ver alguma atitude errada, o sÃ­ndico do edifÃ­cio pode aplicar uma advertÃªncia ou uma multa. O valor da multa pode variar entre U$ 70,00 e U$ 200,00 , e esse valor serÃ¡ pago por vocÃª. Caso haja reincidÃªncia, vocÃª deverÃ¡ deixar o apartamento sem qualquer tipo de reembolso. 4.Assim que vocÃª chegar ao apartamento, deverÃ¡ preencher um formulÃ¡rio de registro com suas informaÃ§Ãµes. Este formulÃ¡rio Ã© necessÃ¡rio para registrar o nome das pessoas que estarÃ£o no apartamento e permitir o acesso ao prÃ©dio. NÃ£o Ã© permitid",Entire home/apt,351,Apartment,1,2,Real Bed,1,4,60,2,"Air conditioning', 'Bed linens', 'Cable TV', 'Carbon monoxide detector', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Dryer', 'Elevator', 'Essentials', 'Ethernet connection', 'Extra pillows and blankets', 'Hair dryer', 'Hangers', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lockbox', 'Long term stays allowed', 'Luggage dropoff allowed', 'Microwave', 'Private entrance', 'Private living room', 'Refrigerator', 'Room-darkening shades', 'Self check-in', 'Shampoo', 'Smoke detector', 'Stove', 'TV', 'Washer', 'Wifi'",-22.96492239,-43.17596612,Yes,2,89,12,26,49,317,super_strict_30,140,95,1381764,Fabio,"Rio de Janeiro, State of Rio de Janeiro, Brazil",110,65,65,within an hour,98,No,Yes
Brazil,BR,Rio De Janeiro,Barra da Tijuca,Barra da Tijuca,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,10635276,GREAT Apartment at Barra da Tijuca,According to good manners in a residential area.,Entire home/apt,933,Apartment,3,7,Real Bed,4,6,19,4,"Air conditioning', 'Bathtub', 'Beachfront', 'Bed linens', 'Cable TV', 'Coffee maker', 'Cooking basics', 'Disabled parking spot', 'Dishes and silverware', 'Dryer', 'Elevator', 'Essentials', 'Ethernet connection', 'Extra pillows and blankets', 'Family/kid friendly', 'Free parking on premises', 'Free street parking', 'Gym', 'Handheld shower head', 'Hangers', 'Host greets you', 'Hot water', 'Kitchen', 'Laptop friendly workspace', 'Lock on bedroom door', 'Long term stays allowed', 'Microwave', 'Oven', 'Patio or balcony', 'Pets allowed', 'Private living room', 'Refrigerator', 'Shampoo', 'Smoking allowed', 'Step-free access', 'Step-free access', 'Step-free access', 'Stove', 'TV', 'Washer', 'Well-lit path to entrance', 'Wifi', 'Window guards'",-23.0111246,-43.32984176,Yes,4,100,0,0,0,0,moderate,298,100,54904357,Luiz Henrique,"Rio de Janeiro, State of Rio de Janeiro, Brazil",13,2,2,Not Specified,Not Specified,Yes,No
